GRANTMAKER,RECIPIENT,value,interlock
HERRICK FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,7484415.71007,True
HERTOG FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
HOWARD CHARITABLE FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
J. P. HUMPHREYS FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,409247.92754,False
J.M. KAPLAN FUND,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
JAQUELIN HUME FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,810538.6971999999,False
JEAN PERKINS FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
JOHN TEMPLETON FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
JOHN WILLIAM POPE FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,7152.572558,False
KERN FAMILY FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,174410.09568,False
KORET FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
KOVNER FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
KRIEBLE FOUNDATION THE,MACKINAC CENTER FOR PUBLIC POLICY,120084.44758,False
LAKESIDE FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
LILLY ENDOWMENT INC.,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,1636255.22969,False
M.J. MURDOCK CHARITABLE TRUST,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
MALONE FAMILY FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
"MARCUS FOUNDATION, INC. The",MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
MERCER FAMILY FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
ORANGE CRIMSON FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
PROMETHEUS FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,34103.6907754,False
ROBERT AND ARDIS JAMES FOUNDATION INC,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
ROBERTS FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
ROE FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,363781.41946999996,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
SAN FRANCISCO FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
SCAIFE FAMILY FOUNDATIONS,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
SEARLE FREEDOM TRUST,MACKINAC CENTER FOR PUBLIC POLICY,613194.8052,False
SILICON VALLEY COMMUNITY FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
SMITH RICHARDSON FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
SORENSON LEGACY FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
STARR FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
SUSQUEHANNA FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
THOMAS W SMITH FOUNDATION INC,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
"TRIAD FOUNDATION, INC.",MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
TULLY AND ELISE FRIEDMAN FUND,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
WALTON FAMILY FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,56737.58865,False
WESTROCK FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
WILLIAM H. DONNER FOUNDATION The,MACKINAC CENTER FOR PUBLIC POLICY,58719.05167,False
"WILLIAM K. BOWES, JR. FOUNDATION",MACKINAC CENTER FOR PUBLIC POLICY,0.0,False
ADOLPH COORS FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,189409.86248,False
AMBROSE MONELL FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,988517.7605399999,False
ANNENBERG FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,25974.02597,False
ANSCHUTZ FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,1217330.99371,False
ARMSTRONG FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,153575.165413,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,25024.43793,False
BETH AND RAVENEL CURRY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,3938072.72366,False
BILL AND MELINDA GATES FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,1057589.6265,False
BODMAN FOUNDATIONS,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2158707.08309,False
BRADLEY IMPACT FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,198101.24325,False
"BRADY EDUCATION FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,1132743.363,False
CHARLES KOCH INSTITUTE AND FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,1716796.5419090001,False
CHASE FOUNDATION OF VIRGINIA,MANHATTAN INSTITUTE FOR POLICY RESEARCH,97011.776696,False
CLAWS FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
"COVENANT FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
DANIELS FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,106369.82066,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
DAVIS FAMILY FOUNDATIONS,MANHATTAN INSTITUTE FOR POLICY RESEARCH,4236412.08023,False
DEVOS FAMILY FOUNDATIONS,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2634994.600448,True
DUNN FOUNDATION THE,MANHATTAN INSTITUTE FOR POLICY RESEARCH,259740.2597,False
E. L. CRAIG FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
ED UIHLEIN FAMILY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,293321.39126,False
EWING MARION KAUFFMAN FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2212384.70994,False
EXXONMOBIL FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,1134479.15283,False
"F. M. KIRBY FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,1404764.09525,False
FRED MAYTAG FAMILY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,527978.00099,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
"GALASHIELS FUND, LTD",MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
GLEASON FAMILY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,724573.91944,False
GREATER HOUSTON COMMUNITY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,38231.690285,False
GROVER HERMANN FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
HERRICK FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
HERTOG FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,1254650.51323,False
HOWARD CHARITABLE FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
J. P. HUMPHREYS FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,35398.23009,False
J.M. KAPLAN FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,1975408.05779,False
JAQUELIN HUME FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,762572.85468,False
JEAN PERKINS FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,78787.87879,False
JOHN TEMPLETON FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2582278.78931,False
JOHN WILLIAM POPE FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,348546.67223,False
KERN FAMILY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,344815.37996,False
KORET FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,11188.81119,False
KOVNER FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,True
KRIEBLE FOUNDATION THE,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
LAKESIDE FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,11347.51773,False
LAURA AND JOHN ARNOLD FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,1135553.42555,False
"LILLIAN S. WELLS FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
LILLY ENDOWMENT INC.,MANHATTAN INSTITUTE FOR POLICY RESEARCH,3822204.614,False
LYNDE AND HARRY BRADLEY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,8405809.17898,False
M.J. MURDOCK CHARITABLE TRUST,MANHATTAN INSTITUTE FOR POLICY RESEARCH,731034.4828,False
MALONE FAMILY FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
"MARCUS FOUNDATION, INC. The",MANHATTAN INSTITUTE FOR POLICY RESEARCH,14894.723177,False
MERCER FAMILY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2415224.93771,False
"NOBLE RESEARCH INSTITUTE, LLC",MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
ORANGE CRIMSON FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,176280.25627,False
PROMETHEUS FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,MANHATTAN INSTITUTE FOR POLICY RESEARCH,3396682.73675809,False
ROBERTS FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
ROE FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,31800.86361,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
SAN FRANCISCO FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,26757.717239999998,False
SCAIFE FAMILY FOUNDATIONS,MANHATTAN INSTITUTE FOR POLICY RESEARCH,4669563.81661,True
SEARLE FREEDOM TRUST,MANHATTAN INSTITUTE FOR POLICY RESEARCH,7408086.8188000005,True
SILICON VALLEY COMMUNITY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
SMITH RICHARDSON FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,5410631.82513,False
SORENSON LEGACY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
STARR FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2646509.727689,False
SUSQUEHANNA FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,1347.586207,False
THOMAS W SMITH FOUNDATION INC,MANHATTAN INSTITUTE FOR POLICY RESEARCH,3352756.59856,True
"TRIAD FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,170859.665354,False
TULLY AND ELISE FRIEDMAN FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
WALTON FAMILY FOUNDATION,MANHATTAN INSTITUTE FOR POLICY RESEARCH,1684798.2651,False
WESTROCK FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,5215573.123029,True
WILLIAM H. DONNER FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,785442.75333,False
"WILLIAM K. BOWES, JR. FOUNDATION",MANHATTAN INSTITUTE FOR POLICY RESEARCH,0.0,False
ADOLPH COORS FOUNDATION,MEDIA RESEARCH CENTER,583414.28682,False
AMBROSE MONELL FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
ANNENBERG FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
ANSCHUTZ FOUNDATION The,MEDIA RESEARCH CENTER,291146.34746,False
ARMSTRONG FOUNDATION,MEDIA RESEARCH CENTER,626989.607729,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
BILL AND MELINDA GATES FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
BODMAN FOUNDATIONS,MEDIA RESEARCH CENTER,0.0,False
BRADLEY IMPACT FUND,MEDIA RESEARCH CENTER,1011054.06519,True
"BRADY EDUCATION FOUNDATION, INC.",MEDIA RESEARCH CENTER,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,MEDIA RESEARCH CENTER,1344.827586,False
CHASE FOUNDATION OF VIRGINIA,MEDIA RESEARCH CENTER,0.0,False
CLAWS FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
"COVENANT FOUNDATION, INC.",MEDIA RESEARCH CENTER,142339.3284,False
DANIELS FUND,MEDIA RESEARCH CENTER,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
DAVIS FAMILY FOUNDATIONS,MEDIA RESEARCH CENTER,1832640.9728,False
DEVOS FAMILY FOUNDATIONS,MEDIA RESEARCH CENTER,2233360.1497,False
DONORS TRUST & DONORS CAPITAL FUND,MEDIA RESEARCH CENTER,2606056.2762739,False
DUNN FOUNDATION THE,MEDIA RESEARCH CENTER,0.0,False
E. L. CRAIG FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
ED UIHLEIN FAMILY FOUNDATION,MEDIA RESEARCH CENTER,2724876.59778,False
EWING MARION KAUFFMAN FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
EXXONMOBIL FOUNDATION,MEDIA RESEARCH CENTER,538476.58091,False
"F. M. KIRBY FOUNDATION, INC.",MEDIA RESEARCH CENTER,407710.83415,False
FRED MAYTAG FAMILY FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
"GALASHIELS FUND, LTD",MEDIA RESEARCH CENTER,0.0,False
GLEASON FAMILY FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,MEDIA RESEARCH CENTER,39233.7673263,False
GROVER HERMANN FOUNDATION The,MEDIA RESEARCH CENTER,26681.497961,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,MEDIA RESEARCH CENTER,0.0,False
HERRICK FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
HERTOG FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
HOWARD CHARITABLE FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
J. P. HUMPHREYS FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
J.M. KAPLAN FUND,MEDIA RESEARCH CENTER,0.0,False
JAQUELIN HUME FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
JEAN PERKINS FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
JOHN TEMPLETON FOUNDATION,MEDIA RESEARCH CENTER,1385992.617747,False
JOHN WILLIAM POPE FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
KERN FAMILY FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
KORET FOUNDATION,MEDIA RESEARCH CENTER,1134.751773,False
KOVNER FOUNDATION The,MEDIA RESEARCH CENTER,0.0,False
KRIEBLE FOUNDATION THE,MEDIA RESEARCH CENTER,0.0,False
LAKESIDE FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",MEDIA RESEARCH CENTER,0.0,False
LILLY ENDOWMENT INC.,MEDIA RESEARCH CENTER,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,MEDIA RESEARCH CENTER,2873433.08354,False
M.J. MURDOCK CHARITABLE TRUST,MEDIA RESEARCH CENTER,0.0,False
MALONE FAMILY FOUNDATION The,MEDIA RESEARCH CENTER,0.0,False
"MARCUS FOUNDATION, INC. The",MEDIA RESEARCH CENTER,53560.23287,False
MERCER FAMILY FOUNDATION,MEDIA RESEARCH CENTER,22991743.653100003,True
"NOBLE RESEARCH INSTITUTE, LLC",MEDIA RESEARCH CENTER,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,MEDIA RESEARCH CENTER,85230.53632900001,False
ORANGE CRIMSON FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
PROMETHEUS FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,MEDIA RESEARCH CENTER,6795.8962053,False
ROBERT AND ARDIS JAMES FOUNDATION INC,MEDIA RESEARCH CENTER,0.0,False
ROBERTS FOUNDATION The,MEDIA RESEARCH CENTER,0.0,False
ROE FOUNDATION The,MEDIA RESEARCH CENTER,20212.748149,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",MEDIA RESEARCH CENTER,0.0,False
SAN FRANCISCO FOUNDATION The,MEDIA RESEARCH CENTER,0.0,False
SCAIFE FAMILY FOUNDATIONS,MEDIA RESEARCH CENTER,6463164.55739,False
SEARLE FREEDOM TRUST,MEDIA RESEARCH CENTER,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
SMITH RICHARDSON FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
SORENSON LEGACY FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
STARR FOUNDATION The,MEDIA RESEARCH CENTER,0.0,False
SUSQUEHANNA FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
THOMAS W SMITH FOUNDATION INC,MEDIA RESEARCH CENTER,42824.984540000005,False
"TRIAD FOUNDATION, INC.",MEDIA RESEARCH CENTER,398245.608642,False
TULLY AND ELISE FRIEDMAN FUND,MEDIA RESEARCH CENTER,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",MEDIA RESEARCH CENTER,0.0,False
WALTON FAMILY FOUNDATION,MEDIA RESEARCH CENTER,0.0,False
WESTROCK FOUNDATION The,MEDIA RESEARCH CENTER,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,MEDIA RESEARCH CENTER,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",MEDIA RESEARCH CENTER,0.0,False
WILLIAM H. DONNER FOUNDATION The,MEDIA RESEARCH CENTER,462055.40192,True
"WILLIAM K. BOWES, JR. FOUNDATION",MEDIA RESEARCH CENTER,0.0,False
ADOLPH COORS FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,41379.31034,False
AMBROSE MONELL FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
ANNENBERG FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
ANSCHUTZ FOUNDATION The,MERCATUS CENTER GEORGE MASON UNIVERSITY,144166.081197,False
ARMSTRONG FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,188206.87446,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,3676651.75161,False
BETH AND RAVENEL CURRY FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
BILL AND MELINDA GATES FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
BODMAN FOUNDATIONS,MERCATUS CENTER GEORGE MASON UNIVERSITY,57971.01449,False
BRADLEY IMPACT FUND,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,11088558.588000001,True
CHASE FOUNDATION OF VIRGINIA,MERCATUS CENTER GEORGE MASON UNIVERSITY,171446.19179,False
CLAWS FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,664337.9609000001,False
"COVENANT FOUNDATION, INC.",MERCATUS CENTER GEORGE MASON UNIVERSITY,130780.86981,False
DANIELS FUND,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
DAVIS FAMILY FOUNDATIONS,MERCATUS CENTER GEORGE MASON UNIVERSITY,160681.33442,False
DEVOS FAMILY FOUNDATIONS,MERCATUS CENTER GEORGE MASON UNIVERSITY,567375.8865,False
DONORS TRUST & DONORS CAPITAL FUND,MERCATUS CENTER GEORGE MASON UNIVERSITY,22826914.5784525,False
DUNN FOUNDATION THE,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
E. L. CRAIG FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,33333.33333,False
ED UIHLEIN FAMILY FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
EWING MARION KAUFFMAN FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
EXXONMOBIL FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,722264.17901,False
"F. M. KIRBY FOUNDATION, INC.",MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
FRED MAYTAG FAMILY FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
"GALASHIELS FUND, LTD",MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
GLEASON FAMILY FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,110347.716803,False
GROVER HERMANN FOUNDATION The,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
HERRICK FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
HERTOG FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
HOWARD CHARITABLE FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
J. P. HUMPHREYS FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,317684.61423,False
J.M. KAPLAN FUND,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
JAQUELIN HUME FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
JEAN PERKINS FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
JOHN TEMPLETON FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,10111709.3893,False
JOHN WILLIAM POPE FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,1075162.175118,False
KERN FAMILY FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
KORET FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
KOVNER FOUNDATION The,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
KRIEBLE FOUNDATION THE,MERCATUS CENTER GEORGE MASON UNIVERSITY,32660.567681,False
LAKESIDE FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,252583.03720000002,False
"LILLIAN S. WELLS FOUNDATION, INC.",MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
LILLY ENDOWMENT INC.,MERCATUS CENTER GEORGE MASON UNIVERSITY,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,212457.92836,False
