ein,name,position,year,org
52-1916480,FRANCIS MCALLISTER,"CHAIRMAN (TO JUN '13), DIRECTOR (FROM JUL'13)",2013,NATIONAL MINING ASSOCIATION
52-1916480,RED CONGER,CHAIRMAN (FROM JUL'13),2013,NATIONAL MINING ASSOCIATION
52-1916480,KEVIN CRUTCHFIELD,VICE CHAIRMAN,2013,NATIONAL MINING ASSOCIATION
52-1916480,TERRELL ACKERMAN,DIRECTOR (FROM JUN '13),2013,NATIONAL MINING ASSOCIATION
52-1916480,ALI ALAVI,DIRECTOR,2013,NATIONAL MINING ASSOCIATION
52-1916480,HARRY L ANTHONY,DIRECTOR (FROM SEP '13),2013,NATIONAL MINING ASSOCIATION
52-1916480,JACK ATWATER,DIRECTOR,2013,NATIONAL MINING ASSOCIATION
52-1916480,PHILLIPS S BAKER JR,DIRECTOR,2013,NATIONAL MINING ASSOCIATION
52-1916480,ROBERT L BENSON,DIRECTOR,2013,NATIONAL MINING ASSOCIATION
52-1916480,JOHN BLASCHAK,DIRECTOR,2013,NATIONAL MINING ASSOCIATION
52-1916480,THOMAS BORER,DIRECTOR (FROM SEP '13),2013,NATIONAL MINING ASSOCIATION
52-1916480,GREGORY H BOYCE,DIRECTOR,2013,NATIONAL MINING ASSOCIATION
52-1916480,HAROLD QUINN JR,PRESIDENT & CEO,2012,NATIONAL MINING ASSOCIATION
52-1916480,MERLYN NOLAN,SVP GOVERNMENT AFFAIRS,2012,NATIONAL MINING ASSOCIATION
52-1916480,BRUCE WATZMAN,SECRETARY/SVP LEGAL & REG,2012,NATIONAL MINING ASSOCIATION
52-1916480,CAROL RAULSTON,SVP COMMUNICATIONS,2012,NATIONAL MINING ASSOCIATION
52-1916480,DANIEL GERKIN,SVP POLITICAL,2012,NATIONAL MINING ASSOCIATION
52-1916480,MARY SWEENEY,ASSISTANT SECRETARY/GEN COUNSEL,2012,NATIONAL MINING ASSOCIATION
52-1916480,MOYA PHELLEPS,SVP MEMBERSHIP SERVICES,2012,NATIONAL MINING ASSOCIATION
52-1916480,ROGER ROBERTS,TREASURER/SVP FINANCE,2012,NATIONAL MINING ASSOCIATION
52-1916480,FRANCIS R MCALLISTER,CHAIRMAN,2012,NATIONAL MINING ASSOCIATION
52-1916480,KEVIN CRUTCHFIELD,VICE CHAIRMAN,2012,NATIONAL MINING ASSOCIATION
52-1916480,RED CONGER,FINANCE COMMITTEE CHAIR,2012,NATIONAL MINING ASSOCIATION
52-1916480,ALI ALAVI,DIRECTOR,2012,NATIONAL MINING ASSOCIATION
52-1916480,JACK ATWATER,DIRECTOR,2012,NATIONAL MINING ASSOCIATION
52-1916480,PHILLIPS S BAKER JR,DIRECTOR,2012,NATIONAL MINING ASSOCIATION
52-1916480,ROBERT L BENSON,DIRECTOR,2012,NATIONAL MINING ASSOCIATION
52-1916480,JOHN BLASCHAK,DIRECTOR,2012,NATIONAL MINING ASSOCIATION
52-1916480,ALEX C BOULTON,DIRECTOR,2012,NATIONAL MINING ASSOCIATION
52-1916480,GREGORY H BOYCE,DIRECTOR,2012,NATIONAL MINING ASSOCIATION
52-1916480,JOHN T BOYD II,DIRECTOR,2012,NATIONAL MINING ASSOCIATION
52-1916480,FRANK CALANDRA JR,DIRECTOR,2012,NATIONAL MINING ASSOCIATION
52-1916480,HAROLD QUINN JR,PRESIDENT & CEO,2011,NATIONAL MINING ASSOCIATION
52-1916480,MERLYN NOLAN,SVP GOVERNMENT AFFAIRS,2011,NATIONAL MINING ASSOCIATION
52-1916480,BRUCE WATZMAN,SECRETARY/SVP LEGAL & REG,2011,NATIONAL MINING ASSOCIATION
52-1916480,CAROL RAULSTON,SVP COMMUNICATIONS,2011,NATIONAL MINING ASSOCIATION
52-1916480,DANIEL GERKIN,SVP POLITICAL,2011,NATIONAL MINING ASSOCIATION
52-1916480,MARY SWEENEY,ASSISTANT SECRETARY/GEN COUNSEL,2011,NATIONAL MINING ASSOCIATION
52-1916480,ROGER ROBERTS,TREASURER/SVP FINANCE,2011,NATIONAL MINING ASSOCIATION
52-1916480,MOYA PHELLEPS,SVP MEMBERSHIP SERVICES,2011,NATIONAL MINING ASSOCIATION
52-1916480,GREGORY H BOYCE,CHAIRMAN,2011,NATIONAL MINING ASSOCIATION
52-1916480,FRANCIS R MCALLISTER,VICE CHAIRMAN,2011,NATIONAL MINING ASSOCIATION
52-1916480,ALIA LAVI,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,DAN ALLAN,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,JACK ATWATER,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,PHILLIPS S BAKER JR,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,JANPETER BEKKERING,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,ROBERT L BENSON,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,JOHN BLASCHAK,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,ALEX C BOULTON,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,FRANK CALANDRA JR,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,JOSEPH A CARRABBA,DIRECTOR,2011,NATIONAL MINING ASSOCIATION
52-1916480,"HAROLD QUINN, JR.",PRESIDENT & CEO,2010,NATIONAL MINING ASSOCIATION
52-1916480,MERLYN NOLAN,SVP GOVERNMENT AFFAIRS,2010,NATIONAL MINING ASSOCIATION
52-1916480,BRUCE WATZMAN,SECRETARY/SVP LEGAL & REG,2010,NATIONAL MINING ASSOCIATION
52-1916480,CAROL RAULSTON,SVP COMMUNICATIONS,2010,NATIONAL MINING ASSOCIATION
52-1916480,DANIEL GERKIN,SVP POLITICAL,2010,NATIONAL MINING ASSOCIATION
52-1916480,MARY SWEENEY,ASSISTANT SECRETARY/GEN COUNSEL,2010,NATIONAL MINING ASSOCIATION
52-1916480,MOYA PHELLEPS,SVP MEMBERSHIP SERVICES,2010,NATIONAL MINING ASSOCIATION
52-1916480,ROGER ROBERTS,TREASURER/SVP FINANCE,2010,NATIONAL MINING ASSOCIATION
52-1916480,GARY GOLDBERG,CHAIRMAN,2010,NATIONAL MINING ASSOCIATION
52-1916480,GREGORY BOYCE,CHAIRMAN,2010,NATIONAL MINING ASSOCIATION
52-1916480,FRANCIS MCALLISTER,VICE CHAIRMAN,2010,NATIONAL MINING ASSOCIATION
52-1916480,ALI ALAVI,DIRECTOR,2010,NATIONAL MINING ASSOCIATION
52-1916480,KEITH ALESSI,DIRECTOR,2010,NATIONAL MINING ASSOCIATION
52-1916480,DAN ALLAN,DIRECTOR,2010,NATIONAL MINING ASSOCIATION
52-1916480,JACK ATWATER,DIRECTOR,2010,NATIONAL MINING ASSOCIATION
52-1916480,"PHILLIPS BAKER, JR.",DIRECTOR,2010,NATIONAL MINING ASSOCIATION
52-1916480,JANPETER BEKKERING,DIRECTOR,2010,NATIONAL MINING ASSOCIATION
52-1916480,ROBERT BENSON,DIRECTOR,2010,NATIONAL MINING ASSOCIATION
52-1916480,DON BLANKENSHIP,DIRECTOR,2010,NATIONAL MINING ASSOCIATION
52-1916480,JOHN BLASCHAK,DIRECTOR,2010,NATIONAL MINING ASSOCIATION
52-1916480,Harold Quinn Jr,President & CEO,2009,NATIONAL MINING ASSOCIATION
52-1916480,Merlyn Nolan,SVP Government Affairs,2009,NATIONAL MINING ASSOCIATION
52-1916480,Bruce Watzman,Secretary,2009,NATIONAL MINING ASSOCIATION
52-1916480,Carol Raulston,SVP Communications,2009,NATIONAL MINING ASSOCIATION
52-1916480,Daniel Gerkin,SVP Political,2009,NATIONAL MINING ASSOCIATION
52-1916480,Mary Sweeney,Assistant Secretary,2009,NATIONAL MINING ASSOCIATION
52-1916480,Moya Phelleps,SVP Membership,2009,NATIONAL MINING ASSOCIATION
52-1916480,Roger Roberts,Treasurer/SVP Finance,2009,NATIONAL MINING ASSOCIATION
52-1916480,Keith Alessi,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,Dan Allan,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,Jack Atwater,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,Phillips Baker Jr,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,Robert Benson,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,Don Blankenship,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,John Blaschak,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,C Bolton Jr,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,Alex Boulton,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,James Boyd,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,Michael Brown,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,Frank Calandra Jr,director,2009,NATIONAL MINING ASSOCIATION
52-1916480,KRAIG NAASZ,PRESIDENT & CEO,2008,NATIONAL MINING ASSOCIATION
52-1916480,HAROLD QUINN JR,PRESIDENT & CEO/SECRETARY,2008,NATIONAL MINING ASSOCIATION
52-1916480,MERLYN NOLAN,SVP GOVERNMENT AFFAIRS,2008,NATIONAL MINING ASSOCIATION
52-1916480,CAROL RAULSTON,SVP COMMUNICATIONS,2008,NATIONAL MINING ASSOCIATION
52-1916480,BRUCE WATZMAN,SECRETARY,2008,NATIONAL MINING ASSOCIATION
52-1916480,DANIEL GERKIN,SVP POLITICAL AFFAIRS,2008,NATIONAL MINING ASSOCIATION
52-1916480,MOYA PHELLEPS,SVP MEMBERSHIP(TREASURER),2008,NATIONAL MINING ASSOCIATION
52-1916480,MARY SWEENEY,ASSISTANT SECRETARY,2008,NATIONAL MINING ASSOCIATION
52-1916480,ROGER ROBERTS,TREASURER (SVP FINANCE),2008,NATIONAL MINING ASSOCIATION
52-1916480,KEITH ALESSI,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,JACK ATWATER,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,PHILLIPS BAKER JR,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,ROBERT BENSON,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,DON BLANKENSHIP,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,JOHN BLASCHAK,DIRECOTR,2008,NATIONAL MINING ASSOCIATION
52-1916480,ALEX BOULTON,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,JAMES BOYD,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,MICHAEL BROWN,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,FRANK CALANDRA JR,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,DAVID CAMPBELL,DIRECTOR,2008,NATIONAL MINING ASSOCIATION
52-1916480,KRAIG R. NAASZ,PRESIDENT & CEO,2007,NATIONAL MINING ASSOCIATION
52-1916480,HAROLD QUINN,SR. VP & LEGAL SECRETARY,2007,NATIONAL MINING ASSOCIATION
52-1916480,MOYA PHELLEPS,SR. VP ADMINISTRATION & FINANCE,2007,NATIONAL MINING ASSOCIATION
52-1916480,Robert Evans,"Board of Director, Manufacturer & Services - Term Expires: 2008",2007,NATIONAL MINING ASSOCIATION
52-1916480,Charles C. Ungurean,"Board of Director, Coal Producer - Term Expires: 2009",2007,NATIONAL MINING ASSOCIATION
52-1916480,Michael J. Quillen,"Board of Director, Coal Producer - Term Expires: 2009",2007,NATIONAL MINING ASSOCIATION
52-1916480,Neil Getzelman,"Board of Director, Coal Producer - Term Expires: 2008",2007,NATIONAL MINING ASSOCIATION
52-1916480,Mark Smith,"Board of Director, Coal Producer - Term Expires: 2008",2007,NATIONAL MINING ASSOCIATION
52-1916480,Brian D. Sullivan,"Board of Director, Coal Producer - Term Expires: 2009",2007,NATIONAL MINING ASSOCIATION
52-1916480,"John W. Rich, Jr.","Board of Director, Coal Producer - Term Expires: 2008",2007,NATIONAL MINING ASSOCIATION
52-1916480,Donald Blankenship,"Board of Director, Coal Producer - Term Expires: 2009",2007,NATIONAL MINING ASSOCIATION
52-1916480,Timothy W. Sullivan,"Board of Director, Manufacturer & Services - Term Expires: 2009",2007,NATIONAL MINING ASSOCIATION
52-1916480,Paul Vining,"Board of Director, Coal Producer - Term Expires: 2009",2007,NATIONAL MINING ASSOCIATION
52-1916480,Michael Sutherlin,"Board of Director, Manufacturer & Services - Term Expires: 2008",2007,NATIONAL MINING ASSOCIATION
52-1916480,Gene B. Dixon,"Board of Director, Mineral Producer - Term Expires: 2008",2007,NATIONAL MINING ASSOCIATION
52-1916480,Guy L. Leblanc,"Board of Director, Mineral Producer - Term Expires: 2009",2007,NATIONAL MINING ASSOCIATION
52-1916480,"Joseph E. Usibelli, Jr.","Board of Director, Coal Producer - Term Expires: 2009",2007,NATIONAL MINING ASSOCIATION
52-1916480,Michael J. Brandt,"Board of Director, Coal Producer - Term Expires: 2009",2007,NATIONAL MINING ASSOCIATION
52-1916480,Robert F. Hogan,"Board of Director, Manufacturer & Services - Term Expires: 2008",2007,NATIONAL MINING ASSOCIATION
52-1916480,Robert P. Jornayvaz,"Board of Director, Mineral Producer - Term Expires: 2008",2007,NATIONAL MINING ASSOCIATION
52-1916480,KRAIG R. NAASZ,PRESIDENT & CEO,2006,NATIONAL MINING ASSOCIATION
52-1916480,HAROLD QUINN,SR. VP & LEGAL SECRETARY,2006,NATIONAL MINING ASSOCIATION
52-1916480,MOYA PHELLEPS,SR. VP FINANCE/ADMIN & TREAS.,2006,NATIONAL MINING ASSOCIATION
52-1916480,Michael Sutherlin,MANUFACTURE & SERVICE,2006,NATIONAL MINING ASSOCIATION
52-1916480,Michael R. Brown,MINERAL PRODUCER,2006,NATIONAL MINING ASSOCIATION
52-1916480,George R. Richmond,COAL PRODUCERS,2006,NATIONAL MINING ASSOCIATION
52-1916480,Ron Hochstein,MINERAL PRODUCER,2006,NATIONAL MINING ASSOCIATION
52-1916480,Charles Jeannes,MINERAL PRODUCER,2006,NATIONAL MINING ASSOCIATION
52-1916480,Robert J. Stenger,MANUFACTURE & SERVICE,2006,NATIONAL MINING ASSOCIATION
52-1916480,Brenda Jamieson,COAL PRODUCERS,2006,NATIONAL MINING ASSOCIATION
52-1916480,"Phillips S. Baker, Jr.",MINERAL PRODUCER,2006,NATIONAL MINING ASSOCIATION
52-1916480,Bryan Ronck,COAL PRODUCERS,2006,NATIONAL MINING ASSOCIATION
52-1916480,Wayne W. Murdy,MINERAL PRODUCER,2006,NATIONAL MINING ASSOCIATION
52-1916480,Christopher C. Curfman,MANUFACTURE & SERVICE,2006,NATIONAL MINING ASSOCIATION
52-1916480,William Champion,Vice Chairman,2006,NATIONAL MINING ASSOCIATION
52-1916480,Donald Blankenship,COAL PRODUCERS,2006,NATIONAL MINING ASSOCIATION
52-1916480,Raymond G. DuBois,COAL PRODUCERS,2006,NATIONAL MINING ASSOCIATION
52-1916480,Michael J. Quillen,COAL PRODUCERS,2006,NATIONAL MINING ASSOCIATION
52-1916480,Robert E. Murray,COAL PRODUCERS,2006,NATIONAL MINING ASSOCIATION
52-1916480,Duane L. Richards,COAL PRODUCERS,2006,NATIONAL MINING ASSOCIATION
52-1916480,Jack N. Gerard,Former President & CEO,2005,NATIONAL MINING ASSOCIATION
52-1916480,Kraig R. Naasz,President & CEO,2005,NATIONAL MINING ASSOCIATION
52-1916480,Harold P. Quinn,Sr V.P. Legal,2005,NATIONAL MINING ASSOCIATION
52-1916480,Nori C. Jones,Former SR V.P. Fin/Admin,2005,NATIONAL MINING ASSOCIATION
52-1916480,Greg Lang,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,Dee W. Jense,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,Robert Jornayvaz,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,Brian Sullivan,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,Donald Blankeship,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,James T. LaForce,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,Michael J. Brandt,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,John Brinzo,Chair,2005,NATIONAL MINING ASSOCIATION
52-1916480,Alex Boulton,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,Ron F. Hochstein,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,Cliff Forrest,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,"Phillips Baker, Jr.",Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,Douglas Horswill,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,R. David Russell,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,James Roberts,Vice Chair,2005,NATIONAL MINING ASSOCIATION
52-1916480,Charles C. Ungurean,Director,2005,NATIONAL MINING ASSOCIATION
52-1916480,Jack N. Gerard,President & CEO,2004,NATIONAL MINING ASSOCIATION
52-1916480,Harold P. Quinn,Sr V.P. Legal,2004,NATIONAL MINING ASSOCIATION
52-1916480,Nori C. Jones,SR V.P. Fin/Admin,2004,NATIONAL MINING ASSOCIATION
52-1916480,Bryan Ronck,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Bret Clayton,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,LeRoy G. Hagenbuch,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Peter T. Halpin,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,John C. Grisham,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Christopher Curfman,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Gerard P. Carroll,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Jeff Schmaling,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Wayne W. Murdy,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,James Roberts,Vice Chairman,2004,NATIONAL MINING ASSOCIATION
52-1916480,Mark A. Snyder,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Cliff Forrest,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Gregory G. Cork,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Stanley Dempsey,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Chris Davie,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,Douglas Horswill,Director,2004,NATIONAL MINING ASSOCIATION
52-1916480,David Potter,Director,2004,NATIONAL MINING ASSOCIATION
52-1527294,Emily Seidel,President & Chief Executive Officer,2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Chase Downham,Sr. VP State Ops & Grassroots Strat.,2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Victor Bernson,"Secretary, VP & General Counsel",2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Teresa Oelke,Senior VP of State Ops. (part year),2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Christopher Fink,President (part year),2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Mark Holden,Chairman,2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,David Koch,Chairman (part year),2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Nancy Pfotenhauer,Director,2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Cy Nobles,Director,2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dr Walter Williams,Director,2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Gary Castellaw,"Treasurer, VP of Financial Planning",2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Robert Heaton,Treasurer (part year),2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Josh Fisher,Treasurer (part year),2018,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Christopher Fink,President,2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Emily Seidel,Chief Executive Officer,2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Luke Hilgemann,Chief Executive Officer (part year),2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Victor Bernson,"Secretary, VP & General Counsel",2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Teresa Oelke,Senior VP of State Operations,2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Timothy Carnahan,"Treasurer, CFO",2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,David Koch,Chairman,2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Nancy Pfotenhauer,Director,2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Cy Nobles,Director,2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dr Walter Williams,Director,2017,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Tim Phillips,President,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Brent Gardner,VP/Government Affairs,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Luke Hilgemann,CEO,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Christopher Fink,COO,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Slade O'Brien,VP/Grassroots Leadership A,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Alex Guerreiro,VP of HR,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Teresa Oelke,"VP, State Operations",2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Victor Bernson,"Secretary, VP & General Counsel",2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,John Pike,VP of Technology,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Jennifer Stefano,VP-Bridge to Well Being (part year),2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Timothy Carnahan,"Treasurer, CFO",2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Robert Heaton,"Treasurer, CFO (part year)",2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,David Koch,Chairman,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Nancy Pfotenhauer,Director,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Debra Gail Humphreys,Director,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Cy Nobles,Director,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dr Walter Williams,Director,2016,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Tim Phillips,President,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Luke Hilgemann,CEO,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Christopher Fink,COO,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Slade O'Brien,VP/Grassroots Leadership A,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Jennifer Stefano,VP-Bridge to Well Being,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Brent Gardner,VP/Government Affairs,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Victor Bernson,VP & General Counsel,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Robert Heaton,CFO,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dennis Vegas Part year,CMO,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Teresa Oelke,"VP, State Operations",2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Adam Stryker Part year,VP-Strategic Initiatives,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,David Koch,Chairman,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Nancy Pfotenhauer,Director,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dr Richard Fink Part year,Director,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Debra Gail Humphreys,Director,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Cy Nobles,Director,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dr Walter Williams,Director,2015,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Tim Phillips,President,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Luke Hilgemarin,Chief Operating Officer,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Christopher Fink,"VP, Development",2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Victor Bernson,VP & General Counsel,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Slade O'Brien,VP/Grassroots Leadership Academy,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Robert Heaton,CFO,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Teresa Oelke,"VP, State Operations",2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Adam Stryker,Interim CTO,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Jennifer Stefano,VP of Value Added Events,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dennis Vegas,CMO,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Nolan Ingebngtson,Interim CFO,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,David Koch,Chairman,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Nancy Pfotenhauer,Director,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dr Richard Fink,Director,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Debra Gail Humphreys,Director,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Cy Nobles,Director,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dr Walter Williams,Director,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Mark Holden,Director,2014,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Tim Phillips,President,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Christopher Fink,"VP, Development",2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Luke Hilgemarin,Chief Operating Officer,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Teresa Oelke,"VP, State Operations",2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Tracy Henke,Executive Vice President,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,John Flynn,"Vice President, Secretary",2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Jeff Crank,Chief Operating Officer,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Steve Corder,"VP, Treasurer, CFO",2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Victor Bernson,VP & General Counsel,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,JP Degance,VP External Affairs,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,David Koch,Chairman,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Nancy Pfotenhauer,Director,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dr Richard Fink,Director,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Debra Gail Humphreys,Director,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Cy Nobles,Director,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Dr Walter Williams,Director,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Nolan Ingebngtson,CFO/Treasurer,2013,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Tim Phillips,President,2012,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Alan Cobb,Vice President State Operations,2012,AMERICANS FOR PROSPERITY FOUNDATION
52-1527294,Tracy Henke,Executive Vice President and COO,2012,AMERICANS FOR PROSPERITY FOUNDATION
