GRANTMAKER,RECIPIENT,YEAR,GRANTMAKER_PERSON,RECIPIENT_PERSON,Correct,combo,duplicate
LYNDE AND HARRY BRADLEY FOUNDATION,COMMONWEALTH FOUNDATION,2009,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONCOMMONWEALTH FOUNDATIONCARL O HELSTROMCARL  HELSTROM,False
LYNDE AND HARRY BRADLEY FOUNDATION,STATE POLICY NETWORK,2009,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONSTATE POLICY NETWORKCARL O HELSTROMCARL  HELSTROM,False
LYNDE AND HARRY BRADLEY FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2009,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONCARL O HELSTROMCARL  HELSTROM,False
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2009,HON CURTIN WINSOR,HON CURTIN WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKHON CURTIN WINSORHON CURTIN WINSOR,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2009,T ALAN RUSSELL,T ALAN RUSSELL,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDT ALAN RUSSELLT ALAN RUSSELL,True
CHASE FOUNDATION OF VIRGINIA,ATLAS NETWORK,2009,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAATLAS NETWORKALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
CHASE FOUNDATION OF VIRGINIA,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2009,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2009,SANDRA J SCHALLER,SANDRA J SCHALLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDSANDRA J SCHALLERSANDRA J SCHALLER,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2009,MARY LG THEROUX,MARY L  G THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEMARY LG THEROUXMARY L  G THEROUX,False
MALONE FAMILY FOUNDATION The,CATO INSTITUTE,2009,JOHN C MALONE,JOHN C MALONE,True,MALONE FAMILY FOUNDATION TheCATO INSTITUTEJOHN C MALONEJOHN C MALONE,True
"COVENANT FOUNDATION, INC.",TEXAS PUBLIC POLICY FOUNDATION,2009,JAMES R LEININGER,JAMES R LEININGER,True,"COVENANT FOUNDATION, INC.TEXAS PUBLIC POLICY FOUNDATIONJAMES R LEININGERJAMES R LEININGER",True
SCAIFE FAMILY FOUNDATIONS,YOUNG AMERICA'S FOUNDATION,2009,T KENNETH CRIBB,T KENNETH CRIBB,True,SCAIFE FAMILY FOUNDATIONSYOUNG AMERICA'S FOUNDATIONT KENNETH CRIBBT KENNETH CRIBB,True
SCAIFE FAMILY FOUNDATIONS,FEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY STUDIES,2009,T KENNETH CRIBB,T KENNETH CRIBB,True,SCAIFE FAMILY FOUNDATIONSFEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY STUDIEST KENNETH CRIBBT KENNETH CRIBB,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2009,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2009,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2009,DAVID  THEROUX,DAVID J THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEDAVID  THEROUXDAVID J THEROUX,True
ROE FOUNDATION The,HERITAGE FOUNDATION,2009,EDWIN J FEULNER,EDWIN J FEULNER,True,ROE FOUNDATION TheHERITAGE FOUNDATIONEDWIN J FEULNEREDWIN J FEULNER,True
ROE FOUNDATION The,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2009,EDWIN J FEULNER,EDWIN J FEULNER,True,ROE FOUNDATION TheACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYEDWIN J FEULNEREDWIN J FEULNER,True
SCAIFE FAMILY FOUNDATIONS,HERITAGE FOUNDATION,2009,EDWIN J FEULNER,EDWIN J FEULNER,True,SCAIFE FAMILY FOUNDATIONSHERITAGE FOUNDATIONEDWIN J FEULNEREDWIN J FEULNER,True
SCAIFE FAMILY FOUNDATIONS,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2009,EDWIN J FEULNER,EDWIN J FEULNER,True,SCAIFE FAMILY FOUNDATIONSACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYEDWIN J FEULNEREDWIN J FEULNER,True
WILLIAM H. DONNER FOUNDATION The,MEDIA RESEARCH CENTER,2009,CURTIN  WINSOR,CURTIN  WINDSOR,True,WILLIAM H. DONNER FOUNDATION TheMEDIA RESEARCH CENTERCURTIN  WINSORCURTIN  WINDSOR,False
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION,2009,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION FOUNDATION,2009,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNION FOUNDATIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,MEDIA RESEARCH CENTER,2009,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheMEDIA RESEARCH CENTERCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,HUDSON INSTITUTE,2009,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheHUDSON INSTITUTECURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2009,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKCURTIN  WINSORCURTIN  WINSOR,True
SUSQUEHANNA FOUNDATION,CATO INSTITUTE,2009,JEFFREY  YASS,JEFFREY  YASS,True,SUSQUEHANNA FOUNDATIONCATO INSTITUTEJEFFREY  YASSJEFFREY  YASS,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2009,CHRISTOPHER  DEMUTH,CHRISTOPHER  DEMUTH,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER  DEMUTHCHRISTOPHER  DEMUTH,True
SMITH RICHARDSON FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2009,CHRISTOPHER  DEMUTH,CHRISTOPHER  DEMUTH,True,SMITH RICHARDSON FOUNDATIONAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER  DEMUTHCHRISTOPHER  DEMUTH,True
SEARLE FREEDOM TRUST,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2009,CHRISTOPHER C DEMUTH,CHRISTOPHER  DEMUTH,True,SEARLE FREEDOM TRUSTAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER C DEMUTHCHRISTOPHER  DEMUTH,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2009,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,HERITAGE FOUNDATION,2009,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDHERITAGE FOUNDATIONADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,STATE POLICY NETWORK,2009,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDSTATE POLICY NETWORKADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,INSTITUTE FOR ENERGY RESEARCH,2009,STEVEN  HAYWARD,STEVEN  HAYWARD,True,DONORS TRUST & DONORS CAPITAL FUNDINSTITUTE FOR ENERGY RESEARCHSTEVEN  HAYWARDSTEVEN  HAYWARD,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2009,STEVEN  HAYWARD,STEVEN  HAYWARD,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERSTEVEN  HAYWARDSTEVEN  HAYWARD,True
TULLY AND ELISE FRIEDMAN FUND,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2009,TULLY M FRIEDMAN,TULLY  FRIEDMAN,True,TULLY AND ELISE FRIEDMAN FUNDAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHTULLY M FRIEDMANTULLY  FRIEDMAN,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2009,RICHARD W DUESENBERG,RICHARD W DUESENBERG,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDRICHARD W DUESENBERGRICHARD W DUESENBERG,True
PIERRE F. AND ENID GOODRICH FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2009,MANUEL F AYAU,MANUEL F AYAU,True,PIERRE F. AND ENID GOODRICH FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONMANUEL F AYAUMANUEL F AYAU,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2009,MANUEL F AYAU,MANUEL F AYAU,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDMANUEL F AYAUMANUEL F AYAU,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2009,WILLIAM H MELLOR,WILLIAM H MELLOR,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM H MELLORWILLIAM H MELLOR,True
SEARLE FREEDOM TRUST,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2009,WILLIAM H MELLOR,WILLIAM H MELLOR,True,SEARLE FREEDOM TRUSTPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM H MELLORWILLIAM H MELLOR,True
SCAIFE FAMILY FOUNDATIONS,HERITAGE FOUNDATION,2009,MICHAEL W GLEBA,MICHAEL W GLEBA,True,SCAIFE FAMILY FOUNDATIONSHERITAGE FOUNDATIONMICHAEL W GLEBAMICHAEL W GLEBA,True
SCAIFE FAMILY FOUNDATIONS,COMMONWEALTH FOUNDATION,2009,MICHAEL W GLEBA,MICHAEL W GLEBA,True,SCAIFE FAMILY FOUNDATIONSCOMMONWEALTH FOUNDATIONMICHAEL W GLEBAMICHAEL W GLEBA,True
SCAIFE FAMILY FOUNDATIONS,COMPETITIVE ENTERPRISE INSTITUTE,2009,MICHAEL W GLEBA,MICHAEL W GLEBA,True,SCAIFE FAMILY FOUNDATIONSCOMPETITIVE ENTERPRISE INSTITUTEMICHAEL W GLEBAMICHAEL W GLEBA,True
CHASE FOUNDATION OF VIRGINIA,AMERICANS FOR PROSPERITY,2009,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAAMERICANS FOR PROSPERITYWALTER E WILLIAMSWALTER  WILLIAMS,True
CHASE FOUNDATION OF VIRGINIA,FREE TO CHOOSE NETWORK,2009,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAFREE TO CHOOSE NETWORKWALTER E WILLIAMSWALTER  WILLIAMS,True
THOMAS W SMITH FOUNDATION INC,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2009,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
THOMAS W SMITH FOUNDATION INC,AMERICAN SPECTATOR FOUNDATION,2009,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2009,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN SPECTATOR FOUNDATION,2009,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2009,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,AMERICAN SPECTATOR FOUNDATION,2009,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
"WILLIAM E. SIMON FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,2009,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.MANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON",True
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICAN SPECTATOR FOUNDATION,2009,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.AMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON",True
HERRICK FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,2009,KENT B HERRICK,KENT B HERRICK,True,HERRICK FOUNDATIONMACKINAC CENTER FOR PUBLIC POLICYKENT B HERRICKKENT B HERRICK,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2009,EMILIO J PACHECO,EMILIO J PACHECO,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDEMILIO J PACHECOEMILIO J PACHECO,True
DONORS TRUST & DONORS CAPITAL FUND,STATE POLICY NETWORK,2009,WHITNEY L BALL,WHITNEY L BALL,True,DONORS TRUST & DONORS CAPITAL FUNDSTATE POLICY NETWORKWHITNEY L BALLWHITNEY L BALL,True
J. P. HUMPHREYS FOUNDATION,AMERICANS FOR PROSPERITY,2009,DEBRA G HUMPHREYS,DEBRA GAIL HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONAMERICANS FOR PROSPERITYDEBRA G HUMPHREYSDEBRA GAIL HUMPHREYS,False
E. L. CRAIG FOUNDATION,AMERICANS FOR PROSPERITY,2009,DEBRA G HUMPHREYS,DEBRA GAIL HUMPHREYS,True,E. L. CRAIG FOUNDATIONAMERICANS FOR PROSPERITYDEBRA G HUMPHREYSDEBRA GAIL HUMPHREYS,False
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2009,CHRIS L TALLEY,CHRIS L TALLEY,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDCHRIS L TALLEYCHRIS L TALLEY,True
SCAIFE FAMILY FOUNDATIONS,ALLEGHENY INSTITUTE FOR PUBLIC POLICY,2009,JAMES C RODDEY,JAMES C RODDEY,True,SCAIFE FAMILY FOUNDATIONSALLEGHENY INSTITUTE FOR PUBLIC POLICYJAMES C RODDEYJAMES C RODDEY,True
JAQUELIN HUME FOUNDATION,STATE POLICY NETWORK,2009,GISELE  HUFF,GISELE  HUFF,True,JAQUELIN HUME FOUNDATIONSTATE POLICY NETWORKGISELE  HUFFGISELE  HUFF,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2009,JO ANNE W SHEPLER,JO ANNE W SHEPLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDJO ANNE W SHEPLERJO ANNE W SHEPLER,True
ROE FOUNDATION The,SOUTH CAROLINA POLICY COUNCIL,2010,THOMAS L WILLCOX,THOMAS L WILLCOX,True,ROE FOUNDATION TheSOUTH CAROLINA POLICY COUNCILTHOMAS L WILLCOXTHOMAS L WILLCOX,False
ROE FOUNDATION The,STATE POLICY NETWORK,2010,THOMAS L WILLCOX,THOMAS L WILLCOX,True,ROE FOUNDATION TheSTATE POLICY NETWORKTHOMAS L WILLCOXTHOMAS L WILLCOX,False
ROE FOUNDATION The,SOUTH CAROLINA POLICY COUNCIL,2010,THOMAS L WILLCOX,THOMAS  WILLCOX,True,ROE FOUNDATION TheSOUTH CAROLINA POLICY COUNCILTHOMAS L WILLCOXTHOMAS  WILLCOX,True
ROE FOUNDATION The,STATE POLICY NETWORK,2010,THOMAS L WILLCOX,THOMAS  WILLCOX,True,ROE FOUNDATION TheSTATE POLICY NETWORKTHOMAS L WILLCOXTHOMAS  WILLCOX,True
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",WASHINGTON LEGAL FOUNDATION,2010,CONSTANCE C LARCHER,CONSTANCE C LARCHER,True,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.WASHINGTON LEGAL FOUNDATIONCONSTANCE C LARCHERCONSTANCE C LARCHER",False
DONORS TRUST & DONORS CAPITAL FUND,HERITAGE FOUNDATION,2010,JOHN VON KANNON,JOHN VON KANNON,True,DONORS TRUST & DONORS CAPITAL FUNDHERITAGE FOUNDATIONJOHN VON KANNONJOHN VON KANNON,True
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR RESEARCH ON ECONOMICS AND THE ENVIRONMENT,2010,JOHN VON KANNON,JOHN VON KANNON,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR RESEARCH ON ECONOMICS AND THE ENVIRONMENTJOHN VON KANNONJOHN VON KANNON,True
SCAIFE FAMILY FOUNDATIONS,HERITAGE FOUNDATION,2010,RICHARD M SCAIFE,RICHARD M SCAIFE,True,SCAIFE FAMILY FOUNDATIONSHERITAGE FOUNDATIONRICHARD M SCAIFERICHARD M SCAIFE,False
DUNN FOUNDATION THE,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2010,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THEPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,FOUNDATION FOR ECONOMIC EDUCATION,2010,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THEFOUNDATION FOR ECONOMIC EDUCATIONWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,CATO INSTITUTE,2010,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THECATO INSTITUTEWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,COMPETITIVE ENTERPRISE INSTITUTE,2010,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THECOMPETITIVE ENTERPRISE INSTITUTEWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2010,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THEPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM A DUNNWILLIAM A DUNN,True
DUNN FOUNDATION THE,JAMES MADISON INSTITUTE,2010,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THEJAMES MADISON INSTITUTEWILLIAM A DUNNWILLIAM A DUNN,True
DUNN FOUNDATION THE,COMPETITIVE ENTERPRISE INSTITUTE,2010,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THECOMPETITIVE ENTERPRISE INSTITUTEWILLIAM A DUNNWILLIAM A DUNN,True
DUNN FOUNDATION THE,REASON FOUNDATION THE,2010,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THEREASON FOUNDATION THEWILLIAM A DUNNWILLIAM A DUNN,True
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR ECONOMIC EDUCATION,2010,KRIS ALAN MAUREN,KRIS ALAN MAUREN,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR ECONOMIC EDUCATIONKRIS ALAN MAURENKRIS ALAN MAUREN,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2010,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS,True
DONORS TRUST & DONORS CAPITAL FUND,INDEPENDENT WOMEN'S FORUM,2010,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS,True
SEARLE FREEDOM TRUST,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2010,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,SEARLE FREEDOM TRUSTPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS,True
SEARLE FREEDOM TRUST,INDEPENDENT WOMEN'S FORUM,2010,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,SEARLE FREEDOM TRUSTINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS,True
"BRADY EDUCATION FOUNDATION, INC.",PROPERTY AND ENVIRONMENT RESEARCH CENTER,2010,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.PROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS",True
"BRADY EDUCATION FOUNDATION, INC.",INDEPENDENT WOMEN'S FORUM,2010,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.INDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS",True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2010,RICHARD H FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD H FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2010,RICHARD H FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD H FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2010,RICHARD H FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD H FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2010,RICHARD H FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD H FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2010,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYCHARLES G KOCHCHARLES G KOCH,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2010,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYCHARLES G KOCHCHARLES G KOCH,True
J. P. HUMPHREYS FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2010,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2010,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2010,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2010,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2010,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2010,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
CHASE FOUNDATION OF VIRGINIA,STATE POLICY NETWORK,2010,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIASTATE POLICY NETWORKDERWOOD S CHASEDERWOOD S CHASE,True
CHASE FOUNDATION OF VIRGINIA,REASON FOUNDATION THE,2010,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIAREASON FOUNDATION THEDERWOOD S CHASEDERWOOD S CHASE,True
ROE FOUNDATION The,AMERICA'S FUTURE FOUNDATION,2010,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheAMERICA'S FUTURE FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
